date,hash_rate_mean
2010-04-23,85612950.25333086
2010-04-24,95569674.25201528
2010-04-25,90393773.42706612
2010-04-26,92951634.86313264
2010-04-27,102933604.26955572
2010-04-28,102313336.20420912
2010-04-29,83845293.29164407
2010-04-30,83178631.08549277
2010-05-01,103853114.72952974
2010-05-02,87631740.2934064
2010-05-03,91651689.53133476
2010-05-04,81580626.8341742
2010-05-05,87613355.71968007
2010-05-06,95067187.56728606
2010-05-07,84417744.48482159
2010-05-08,99582518.93083864
2010-05-09,90437022.532501
2010-05-10,83090197.48547712
2010-05-11,73443041.14022803
2010-05-12,76972448.71591476
2010-05-13,82565754.65171921
2010-05-14,78180906.57222371
2010-05-15,58385852.85441662
2010-05-16,75809759.52132964
2010-05-17,86517737.87459414
2010-05-18,108486748.28561024
2010-05-19,101074636.01492935
2010-05-20,118707130.19767223
2010-05-21,103947120.58658797
2010-05-22,114415627.05408104
2010-05-23,124173027.71479788
2010-05-24,111163463.53713705
2010-05-25,123830885.46690737
2010-05-26,130285616.90648106
2010-05-27,113260126.8033504
2010-05-28,130988042.27614956
2010-05-29,123757083.54397686
2010-05-30,123378865.20576908
2010-05-31,117151722.89581785
2010-06-01,114128339.53238387
2010-06-02,118627753.08247316
2010-06-03,125448243.16986704
2010-06-04,103238683.30683002
2010-06-05,121263830.82234327
2010-06-06,121556660.75844738
2010-06-07,128910053.34552877
2010-06-08,132601204.69330332
2010-06-09,138382911.02015048
2010-06-10,132571958.72843932
2010-06-11,141411417.0592032
2010-06-12,114333382.09273285
2010-06-13,149100725.16121164
2010-06-14,138457686.64167118
2010-06-15,158841517.02631035
2010-06-16,124134514.01914902
2010-06-17,125614590.47659694
2010-06-18,129002563.006929
2010-06-19,129688325.66163008
2010-06-20,159470587.86059844
2010-06-21,134531807.8547271
2010-06-22,133232536.53384736
2010-06-23,162002699.68747747
2010-06-24,153101353.8162508
2010-06-25,145418055.83863193
2010-06-26,154818463.1274952
2010-06-27,169485295.09468442
2010-06-28,146318746.73561978
2010-06-29,163394830.61987245
2010-06-30,177101855.7596383
2010-07-01,209025407.97335535
2010-07-02,156161052.57970542
2010-07-03,202808869.49701303
2010-07-04,160483160.4056053
2010-07-05,176200772.97239387
2010-07-06,192156216.28752756
2010-07-07,180249003.69984952
2010-07-08,176465559.14919582
2010-07-09,232055466.2861553
2010-07-10,231418718.80913928
2010-07-11,208907078.31834003
2010-07-12,768465086.8471167
2010-07-13,1188502295.185367
2010-07-14,1305818062.6030796
2010-07-15,1416410179.486301
2010-07-16,1473994335.4829788
2010-07-17,1579124708.8390243
2010-07-18,1575141448.948477
2010-07-19,1541688977.1718128
2010-07-20,1618330762.478494
2010-07-21,1871225500.66385
2010-07-22,1600755384.412833
2010-07-23,1735878210.963969
2010-07-24,1706294658.0114732
2010-07-25,2091282586.5849855
2010-07-26,2204476668.9819236
2010-07-27,1926330331.905272
2010-07-28,2009751045.0792725
2010-07-29,2099221743.3993504
2010-07-30,2213356608.5093646
2010-07-31,2464771605.7485313
2010-08-01,2926843966.5775633
2010-08-02,2918938007.781347
2010-08-03,2755152594.454673
2010-08-04,2948188460.3553166
2010-08-05,2802154225.9454255
2010-08-06,2572552514.838218
2010-08-07,2697077168.093655
2010-08-08,3490365330.7533765
2010-08-09,3321762563.4546466
2010-08-10,3361040188.1328435
2010-08-11,4056275915.344869
2010-08-12,3805856099.989821
2010-08-13,3758880033.1902514
2010-08-14,4927977716.283712
2010-08-15,4353769424.056587
2010-08-16,3734897321.88363
2010-08-17,3334491990.8763227
2010-08-18,3328938586.787789
2010-08-19,3460407104.2041097
2010-08-20,4913409362.635593
2010-08-21,4379091074.187525
2010-08-22,5378486889.612943
2010-08-23,5440592839.632856
2010-08-24,5455164231.8705635
2010-08-25,5513056677.382894
2010-08-26,5358621828.157627
2010-08-27,5297785833.555203
2010-08-28,5275962060.440756
2010-08-29,5039774006.241463
2010-08-30,4611876768.203005
2010-08-31,5682787087.376351
2010-09-01,4934045155.774583
2010-09-02,4776526124.614904
2010-09-03,5116678085.739948
2010-09-04,5563499822.923492
2010-09-05,5147877342.360313
2010-09-06,4943480539.084364
2010-09-07,4970797007.02458
2010-09-08,5576223417.305649
2010-09-09,4767535399.92765
2010-09-10,6262397770.882986
2010-09-11,5666817992.693306
2010-09-12,6277413249.947209
2010-09-13,6054240721.786016
2010-09-14,7192021561.062271
2010-09-15,6013680089.04556
2010-09-16,7736678922.524034
2010-09-17,7381036510.615612
2010-09-18,8429173304.5061
2010-09-19,9254216718.028145
2010-09-20,9264894845.404764
2010-09-21,7836540058.602313
2010-09-22,7961062976.412177
2010-09-23,10651121829.154236
2010-09-24,10459416135.166372
2010-09-25,9382279265.412945
2010-09-26,9356932919.39482
2010-09-27,10549240308.603596
2010-09-28,10091378089.95494
2010-09-29,10757782945.51134
2010-09-30,9574832759.986065
2010-10-01,10150727842.911276
2010-10-02,6594681935.2417965
2010-10-03,7899176411.397483
2010-10-04,10027862071.245377
2010-10-05,8362856105.478238
2010-10-06,11073568763.372158
2010-10-07,10537135993.90571
2010-10-08,10306053289.639029
2010-10-09,10157043754.519178
2010-10-10,11596617667.09001
2010-10-11,10447346902.411636
2010-10-12,10589556340.615335
2010-10-13,11955915785.381956
2010-10-14,14064265377.70756
2010-10-15,12123758270.28736
2010-10-16,17740080425.031006
2010-10-17,18419897337.174755
2010-10-18,17034559603.633509
2010-10-19,17647460205.473797
2010-10-20,17963769996.61745
2010-10-21,18039371107.90108
2010-10-22,16175990937.868263
2010-10-23,18750101251.104877
2010-10-24,21807705581.57418
2010-10-25,21686678140.212864
2010-10-26,25838064346.730865
2010-10-27,23053570071.107525
2010-10-28,23156098112.970097
2010-10-29,23690855149.340427
2010-10-30,27376340853.16284
2010-10-31,27678890025.68638
2010-11-01,27289547566.866467
2010-11-02,26761264092.468334
2010-11-03,29473524895.55768
2010-11-04,31067017509.14572
2010-11-05,33194998450.357693
2010-11-06,33412229197.126915
2010-11-07,37345575182.62443
2010-11-08,41941262807.29478
2010-11-09,39929324606.112274
2010-11-10,45395212156.55864
2010-11-11,49405251012.76388
2010-11-12,38676337105.65158
2010-11-13,49738629094.08453
2010-11-14,57641465676.41486
2010-11-15,45236802610.99168
2010-11-16,44291902700.92966
2010-11-17,55591237506.75618
2010-11-18,63008233442.011154
2010-11-19,51835654492.80193
2010-11-20,39156711465.744194
2010-11-21,47708582817.65781
2010-11-22,55755794749.97532
2010-11-23,47945688142.21982
2010-11-24,59953597099.462006
2010-11-25,62243505749.88914
2010-11-26,65689219463.65404
2010-11-27,61411273188.01573
2010-11-28,58955361508.895744
2010-11-29,71051339641.02888
2010-11-30,73296018058.44505
2010-12-01,74742407188.91054
2010-12-02,75207769807.17426
2010-12-03,76244279001.6942
2010-12-04,91596790915.11992
2010-12-05,95962836698.9647
2010-12-06,97578927202.17088
2010-12-07,95130550345.82162
2010-12-08,96194742638.2277
2010-12-09,92276673345.0499
2010-12-10,88792498994.08875
2010-12-11,106173348389.8639
2010-12-12,104047633015.97792
2010-12-13,86094304982.2881
2010-12-14,104513497354.55972
2010-12-15,119665049153.05682
2010-12-16,104309313350.7148
2010-12-17,101206587279.88065
2010-12-18,98518891369.34402
2010-12-19,111892996241.65494
2010-12-20,96586338821.41528
2010-12-21,124421919932.83194
2010-12-22,112843303138.83572
2010-12-23,104184633049.84409
2010-12-24,107422090591.42377
2010-12-25,120494755444.03172
2010-12-26,103631643682.99788
2010-12-27,119549601830.69304
2010-12-28,122005333779.22398
2010-12-29,118702997530.80585
2010-12-30,121677738239.29156
2010-12-31,116600046181.68936
2011-01-01,129896630953.0878
2011-01-02,126115887479.41452
2011-01-03,124177857111.8202
2011-01-04,113441127855.29068
2011-01-05,125703742167.35645
2011-01-06,113535028516.40346
2011-01-07,132813792943.86194
2011-01-08,137829012527.44882
2011-01-09,132095594577.20796
2011-01-10,136352705281.76402
2011-01-11,134824653208.06895
2011-01-12,135936465981.54507
2011-01-13,152227076003.84323
2011-01-14,146293516547.7863
2011-01-15,135159842493.6118
2011-01-16,157131940520.652
2011-01-17,165575669685.71255
2011-01-18,132159887257.39322
2011-01-19,152757758516.33752
2011-01-20,169534631910.81442
2011-01-21,159668353062.7481
2011-01-22,151057806505.80692
2011-01-23,155552592271.41623
2011-01-24,172365430692.47934
2011-01-25,142795177894.65735
2011-01-26,165490576584.00784
2011-01-27,164052021854.77582
2011-01-28,179079151661.52902
2011-01-29,170637038334.5412
2011-01-30,170163989256.0226
2011-01-31,187946183150.79175
2011-02-01,177786782681.28296
2011-02-02,173939011361.2732
2011-02-03,174037222552.57672
2011-02-04,212049677357.42297
2011-02-05,196064369322.74988
2011-02-06,195196666913.37003
2011-02-07,221275612385.15677
2011-02-08,211257423866.1352
2011-02-09,245033642227.85593
2011-02-10,241365395598.73383
2011-02-11,239613828454.06155
2011-02-12,254212038838.9048
2011-02-13,255352660789.31116
2011-02-14,254002560707.5066
2011-02-15,288842376562.5243
2011-02-16,299900788638.7376
2011-02-17,298742994877.99304
2011-02-18,357576169463.22266
2011-02-19,292522509605.94965
2011-02-20,359602147339.3454
2011-02-21,350209119268.402
2011-02-22,387231926979.2765
2011-02-23,435855304232.8675
2011-02-24,374207341531.978
2011-02-25,407330199664.5915
2011-02-26,500769926665.2691
2011-02-27,559916736386.0667
2011-02-28,417486848831.29535
2011-03-01,354985659131.80084
2011-03-02,462186636811.55054
2011-03-03,514010604635.4673
2011-03-04,614130809382.45
2011-03-05,770518920360.9153
2011-03-06,753170859164.9846
2011-03-07,580651674238.9158
2011-03-08,515884399566.01886
2011-03-09,492332147016.5187
2011-03-10,414825860979.4912
2011-03-11,494534375037.6553
2011-03-12,527972355327.4113
2011-03-13,451021222160.36273
2011-03-14,421358163903.0698
2011-03-15,422100615321.0791
2011-03-16,513331110255.06805
2011-03-17,533483460353.9661
2011-03-18,456625972340.3505
2011-03-19,436903884018.6106
2011-03-20,515719628402.6405
2011-03-21,576409497614.181
2011-03-22,439924674502.9783
2011-03-23,591252012775.9768
2011-03-24,579275293016.1472
2011-03-25,600153612515.5305
2011-03-26,470514914328.81256
2011-03-27,496761310319.0741
2011-03-28,568443771429.6206
2011-03-29,558239441521.5125
2011-03-30,535175415373.57623
2011-03-31,700215460085.5297
2011-04-01,598616464739.0052
2011-04-02,612777156240.93
2011-04-03,600649164096.9042
2011-04-04,612592551217.2687
2011-04-05,684578055052.3043
2011-04-06,602209339363.3209
2011-04-07,601872675615.7355
2011-04-08,684531479139.9733
2011-04-09,633107754292.6405
2011-04-10,707736429220.2799
2011-04-11,666210318663.8378
2011-04-12,670027676921.154
2011-04-13,798867565476.1469
2011-04-14,648232954342.3956
2011-04-15,558360087608.2087
2011-04-16,709245951905.1289
2011-04-17,736620259861.1991
2011-04-18,656570964644.2749
2011-04-19,701282471469.9258
2011-04-20,666402622366.2611
2011-04-21,672866935194.4427
2011-04-22,803596944889.2456
2011-04-23,791327454780.4713
2011-04-24,750000479113.2242
2011-04-25,891011109850.4352
2011-04-26,879165507436.463
2011-04-27,840940640810.8302
2011-04-28,751349144230.316
2011-04-29,924340491041.915
2011-04-30,998278595677.6056
2011-05-01,976458994698.2296
2011-05-02,1072142234575.938
2011-05-03,1068279800331.7906
2011-05-04,1074463748643.0702
2011-05-05,1193501061526.2358
2011-05-06,1192854113041.309
2011-05-07,1163076396662.8398
2011-05-08,1195977951221.701
2011-05-09,1360333361929.1526
2011-05-10,1422186839688.2798
2011-05-11,1496989148007.1538
2011-05-12,1319909576669.4795
2011-05-13,1617273130707.4568
2011-05-14,1893810846240.37
2011-05-15,1730841853355.318
2011-05-16,1944847547921.1711
2011-05-17,1986955397174.6265
2011-05-18,2337541630069.187
2011-05-19,2058154412956.6235
2011-05-20,2676337336403.253
2011-05-21,2666529482993.6235
2011-05-22,3058843870832.9336
2011-05-23,3471665605447.174
2011-05-24,3628754373298.488
2011-05-25,3729514298378.3574
2011-05-26,3964832436622.845
2011-05-27,3607008984571.648
2011-05-28,3360647234810.0986
2011-05-29,3930794854413.742
2011-05-30,3323879196200.799
2011-05-31,3208513550713.9204
2011-06-01,4069337645203.218
2011-06-02,4114583482489.421
2011-06-03,4349138373518.433
2011-06-04,4849584131400.537
2011-06-05,4488617237857.367
2011-06-06,5703201774476.409
2011-06-07,4777097604593.049
2011-06-08,5261966107612.793
2011-06-09,6216816727864.614
2011-06-10,6276780381867.719
2011-06-11,7162801173353.616
2011-06-12,6549851168846.773
2011-06-13,6381185473511.665
2011-06-14,6954236477027.216
2011-06-15,9260712560016.465
2011-06-16,7880970364189.424
2011-06-17,8078031729813.605
2011-06-18,8657387393503.62
2011-06-19,9642922332729.729
2011-06-20,10202565965719.99
2011-06-21,11068264011143.33
2011-06-22,11285756074856.297
2011-06-23,10483344258628.436
2011-06-24,11629122051471.633
2011-06-25,9837786461899.62
2011-06-26,10406837322427.691
2011-06-27,11391770359010.389
2011-06-28,10934925394623.531
2011-06-29,11756401192278.447
2011-06-30,13187920441672.027
2011-07-01,11783418483815.36
2011-07-02,11563890442521.834
2011-07-03,11347865465201.145
2011-07-04,11715952873486.947
2011-07-05,9486254391558.066
2011-07-06,10922508393511.668
2011-07-07,10289983975858.363
2011-07-08,12910363192168.877
2011-07-09,11380039646647.03
2011-07-10,10867971820018.535
2011-07-11,11949854281682.34
2011-07-12,10946372603539.58
2011-07-13,14887116279950.477
2011-07-14,11315761558152.73
2011-07-15,13012790681555.965
2011-07-16,11654394844806.771
2011-07-17,13208752331351.52
2011-07-18,13368274214630.271
2011-07-19,11065053631354.389
2011-07-20,12525772772957.191
2011-07-21,12836364605425.355
2011-07-22,12726756126930.64
2011-07-23,12289651323170.271
2011-07-24,13948106594380.615
2011-07-25,13869377287481.863
2011-07-26,14681340931179.838
2011-07-27,14635713903860.79
2011-07-28,13036202354784.89
2011-07-29,13865885683952.736
2011-07-30,12729197539300.738
2011-07-31,14656171142644.229
2011-08-01,15077376747459.64
2011-08-02,14501511077390.137
2011-08-03,14562233557721.9
2011-08-04,12143845586729.293
2011-08-05,13364542221764.3
2011-08-06,11243371879472.115
2011-08-07,11847132736096.994
2011-08-08,12727342556279.48
2011-08-09,13770244047589.207
2011-08-10,14240941070714.217
2011-08-11,12853844611217.48
2011-08-12,12250381028577.068
2011-08-13,12302226059439.842
2011-08-14,12388451484626.287
2011-08-15,12117655552875.604
2011-08-16,13109721804446.969
2011-08-17,12237500622380.912
2011-08-18,13063298040061.787
2011-08-19,11726232813404.09
2011-08-20,13546595699234.371
2011-08-21,14303461160419.443
2011-08-22,15233936961157.822
2011-08-23,13912607616180.104
2011-08-24,11989652261462.266
2011-08-25,12263912981042.473
2011-08-26,13260839440722.074
2011-08-27,10926288776638.66
2011-08-28,10341043500691.469
2011-08-29,12333607527721.252
2011-08-30,12936603220284.863
2011-08-31,13775081536363.928
2011-09-01,11295870782837.82
2011-09-02,13858307507045.91
2011-09-03,12804842217823.19
2011-09-04,11779897264681.664
2011-09-05,13892411809401.72
2011-09-06,13344420974986.164
2011-09-07,11959985296180.934
2011-09-08,11375974088999.031
2011-09-09,13649827871825.217
2011-09-10,11854956381608.312
2011-09-11,11068227658902.2
2011-09-12,11595730312311.81
2011-09-13,12512032224560.78
2011-09-14,13037773440900.486
2011-09-15,13252818286109.072
2011-09-16,10405936286528.305
2011-09-17,11655290568235.271
2011-09-18,13799160238840.363
2011-09-19,11141159142645.523
2011-09-20,12148578095108.412
2011-09-21,12730771686136.432
2011-09-22,13112318153263.271
2011-09-23,11450347676294.553
2011-09-24,11284311057411.432
2011-09-25,12006820239800.85
2011-09-26,11629664814269.283
2011-09-27,11561419429774.035
2011-09-28,12346516199237.973
2011-09-29,10522124281791.55
2011-09-30,10354161191350.738
2011-10-01,11918258946247.947
2011-10-02,10175853752955.793
2011-10-03,12377407062013.271
2011-10-04,9191933152490.686
2011-10-05,12178113472208.191
2011-10-06,10958752646445.06
2011-10-07,11368080232587.031
2011-10-08,9981626644206.531
2011-10-09,10749215791476.443
2011-10-10,10428540734420.68
2011-10-11,7702725392536.157
2011-10-12,10113676803892.035
2011-10-13,8113117235163.479
2011-10-14,10225826985569.646
2011-10-15,9816036803312.3
2011-10-16,8672495087510.989
2011-10-17,8722399524053.149
2011-10-18,8831312278675.434
2011-10-19,9502359265337.398
2011-10-20,8456826875402.626
2011-10-21,8776259634576.449
2011-10-22,7335083285462.3955
2011-10-23,7663496519038.829
2011-10-24,9256803762331.85
2011-10-25,9422511303963.56
2011-10-26,8612740856551.045
2011-10-27,7452227500443.431
2011-10-28,7456663000453.55
2011-10-29,8573505653547.921
2011-10-30,7780761226665.195
2011-10-31,8078005858758.998
2011-11-01,9097275976432.854
2011-11-02,9073910911843.951
2011-11-03,7515979968043.473
2011-11-04,8831087687212.975
2011-11-05,8645706343564.079
2011-11-06,8697767626909.352
2011-11-07,7845157576646.512
2011-11-08,8943546418678.752
2011-11-09,9592207664496.752
2011-11-10,8453343105322.951
2011-11-11,7157804557082.377
2011-11-12,8492511575697.1455
2011-11-13,8874373624961.46
2011-11-14,8248506857325.915
2011-11-15,9897717412756.81
2011-11-16,8014497502351.431
2011-11-17,8211228225385.128
2011-11-18,7915398335397.687
2011-11-19,7289761244334.123
2011-11-20,8363980194797.91
2011-11-21,7002667085199.833
2011-11-22,8356662632787.192
2011-11-23,7943621428542.068
2011-11-24,6718243103093.921
2011-11-25,7967123073080.513
2011-11-26,7086786666772.903
2011-11-27,6791097938279.07
2011-11-28,7627981099795.507
2011-11-29,8120228976861.329
2011-11-30,8393833610127.463
2011-12-01,9927286198359.83
2011-12-02,7917644369354.741
2011-12-03,8215730963520.229
2011-12-04,7349051721121.034
2011-12-05,8565236725784.013
2011-12-06,9327393988732.76
2011-12-07,7473246265042.873
2011-12-08,8847395788716.123
2011-12-09,7990189264176.189
2011-12-10,7845238727326.094
2011-12-11,8214783140381.841
2011-12-12,6961413133267.115
2011-12-13,7629767749167.192
2011-12-14,8734497181868.706
2011-12-15,6590461051882.666
2011-12-16,6848157705428.414
2011-12-17,8279585874826.438
2011-12-18,8465517204242.765
2011-12-19,8929971440070.96
2011-12-20,7677208742320.225
2011-12-21,8560324832422.601
2011-12-22,8694179575123.458
2011-12-23,7994563531067.637
2011-12-24,8368703273262.742
2011-12-25,9907468870932.92
2011-12-26,10241994348887.855
2011-12-27,8313801585436.96
2011-12-28,8922183145780.795
2011-12-29,7989779740859.476
2011-12-30,8154273694734.748
2011-12-31,8710653509025.06
2012-01-01,8808992074304.295
2012-01-02,8764236921614.221
2012-01-03,9179585608497.623
2012-01-04,8531365267336.613
2012-01-05,8492790335938.013
2012-01-06,9839999224000.02
2012-01-07,10739155583595.717
2012-01-08,9466748376915.076
2012-01-09,10292680974428.22
2012-01-10,8660692738707.737
2012-01-11,9533486000565.389
2012-01-12,9672916854329.662
2012-01-13,8722439510994.721
2012-01-14,9284844765406.098
2012-01-15,8621639321668.833
2012-01-16,10912072284647.82
2012-01-17,9786597212693.623
2012-01-18,7916226372384.101
2012-01-19,9332266347912.836
2012-01-20,8992758085888.797
2012-01-21,10222219968743.793
2012-01-22,8794409160453.68
2012-01-23,11250375180495.674
2012-01-24,8981161710583.666
2012-01-25,9676102387936.447
2012-01-26,8831312163304.781
2012-01-27,9142886967747.371
2012-01-28,9576838292835.062
2012-01-29,10673668498615.236
2012-01-30,11185308305358.871
2012-01-31,9755984820303.217
2012-02-01,9145949027131.41
2012-02-02,10371007269707.812
2012-02-03,10270595283301.822
2012-02-04,10493339281684.336
2012-02-05,9781529953544.986
2012-02-06,10082500229469.012
2012-02-07,9288212566294.078
2012-02-08,9981452039476.686
2012-02-09,9877490533627.86
2012-02-10,9496279260691.027
2012-02-11,10280495670907.62
2012-02-12,10814279342144.469
2012-02-13,9549566122489.018
2012-02-14,9318055621068.455
2012-02-15,9433780588969.23
2012-02-16,9350232772718.592
2012-02-17,10309180537024.305
2012-02-18,11746836330486.984
2012-02-19,10800034347894.91
2012-02-20,9536457578418.38
2012-02-21,8796896123435.5
2012-02-22,10894593063257.666
2012-02-23,11353173159517.729
2012-02-24,10192503573159.28
2012-02-25,11447022861887.623
2012-02-26,10107449239069.762
2012-02-27,10610416427732.688
2012-02-28,10885010954173.965
2012-02-29,12238312338556.2
2012-03-01,10343559896717.938
2012-03-02,9675969456683.578
2012-03-03,8489391036030.121
2012-03-04,10087008758843.14
2012-03-05,10879228708585.217
2012-03-06,10114227432364.797
2012-03-07,11476546075929.47
2012-03-08,11600179969903.172
2012-03-09,12487591045100.129
2012-03-10,12337914354923.352
2012-03-11,9945278492558.814
2012-03-12,12407206319338.973
2012-03-13,11815221121107.836
2012-03-14,10256971632185.787
2012-03-15,9004031933543.996
2012-03-16,11457029028161.354
2012-03-17,12521275268954.318
2012-03-18,12116883353643.33
2012-03-19,10720835512263.79
2012-03-20,11738645180733.41
2012-03-21,11681005888082.137
2012-03-22,11782392698406.988
2012-03-23,9443800068692.9
2012-03-24,13659394399633.314
2012-03-25,11640397779944.305
2012-03-26,11451885287147.9
2012-03-27,11380434922403.973
2012-03-28,11187501225202.637
2012-03-29,11203634159655.686
2012-03-30,12420118414188.523
2012-03-31,13724304681113.416
2012-04-01,11516800746092.123
2012-04-02,9370558907393.76
2012-04-03,10915487400263.94
2012-04-04,10934946347076.574
2012-04-05,9585567009239.154
2012-04-06,10819034868196.076
2012-04-07,10665134817783.115
2012-04-08,11927190479243.932
2012-04-09,11845755956185.064
2012-04-10,11784009995787.637
2012-04-11,11508916612818.244
2012-04-12,10080447686201.018
2012-04-13,10046541947627.691
2012-04-14,10605650261747.62
2012-04-15,8302685963981.533
2012-04-16,11752988907147.73
2012-04-17,10592017785768.8
2012-04-18,10338441247117.482
2012-04-19,12137558237926.674
2012-04-20,12075895792960.812
2012-04-21,12078690945101.398
2012-04-22,11013257740752.72
2012-04-23,10661508847989.28
2012-04-24,10788551826458.668
2012-04-25,9908477916584.094
2012-04-26,12139141338887.951
2012-04-27,10253793269330.914
2012-04-28,11571887276125.797
2012-04-29,13239451742200.377
2012-04-30,13427524764344.275
2012-05-01,12743840451899.115
2012-05-02,11237934134491.346
2012-05-03,11889398069418.246
2012-05-04,12016060266517.94
2012-05-05,12537806702724.686
2012-05-06,12233761636117.172
2012-05-07,12924019826571.027
2012-05-08,13022615814070.09
2012-05-09,13285974965247.725
2012-05-10,11460615550801.72
2012-05-11,11960696081459.775
2012-05-12,11134961288885.568
2012-05-13,11916639900319.477
2012-05-14,11971419167369.854
2012-05-15,11335571172773.38
2012-05-16,10313651273139.83
2012-05-17,9983491020678.805
2012-05-18,12535742296361.896
2012-05-19,12893085609160.756
2012-05-20,11905404096840.99
2012-05-21,10789871829127.162
2012-05-22,9994256126289.252
2012-05-23,11094629367622.092
2012-05-24,10591349555240.26
2012-05-25,9629741761824.863
2012-05-26,11152690782225.133
2012-05-27,12536572901031.057
2012-05-28,11323437728480.264
2012-05-29,9960270232095.346
2012-05-30,10264094791004.504
2012-05-31,11007293459782.08
2012-06-01,11911942440234.758
2012-06-02,12805874705835.955
2012-06-03,12198043304158.59
2012-06-04,12112043471497.023
2012-06-05,11542605271954.611
2012-06-06,12148295866759.426
2012-06-07,10951984667676.44
2012-06-08,11089540206253.363
2012-06-09,13491305916662.44
2012-06-10,13036921669129.867
2012-06-11,11040261533566.645
2012-06-12,12331036400145.271
2012-06-13,11829812011024.885
2012-06-14,12441825823682.48
2012-06-15,12271731711164.086
2012-06-16,12277088740288.84
2012-06-17,12953759811329.066
2012-06-18,13662789500328.916
2012-06-19,11794999888404.885
2012-06-20,11820842053392.54
2012-06-21,11379441464469.137
2012-06-22,11810648766731.85
2012-06-23,14056933892007.63
2012-06-24,11248557157739.318
2012-06-25,13428590855576.064
2012-06-26,12818800266945.684
2012-06-27,13810158762580.166
2012-06-28,11809980192926.832
2012-06-29,12490711002688.965
2012-06-30,11300794195266.896
2012-07-01,12324095135548.385
2012-07-02,12876419453804.61
2012-07-03,13712496879279.28
2012-07-04,12976423881680.664
2012-07-05,12537399916198.486
2012-07-06,13658898273352.465
2012-07-07,14563410053804.0
2012-07-08,13037748363752.98
2012-07-09,14211378208208.3
2012-07-10,13043034902588.852
2012-07-11,11736568861774.428
2012-07-12,13027373924353.336
2012-07-13,14232823120188.18
2012-07-14,14120965311888.889
2012-07-15,12256236025471.3
2012-07-16,12903869819059.783
2012-07-17,15222952738891.78
